OrderID,OrderDate,Product,Region,SalesChannel,UnitPrice,Quantity,Revenue,Profit
1443,2024-03-18,Mouse,West,Online,620,5,3100,620
1444,2024-03-19,Headphones,South,Online,865,2,1730,346
1445,2024-03-20,Monitor,South,Online,830,3,2490,498
1446,2024-03-21,Keyboard,South,Retail,412,6,2472,494.4
1447,2024-03-22,Phone,South,Online,606,7,4242,848.4
1448,2024-03-23,Monitor,South,Online,1418,9,12762,2552.4
1449,2024-03-24,Phone,South,Retail,1243,1,1243,248.6
1450,2024-03-25,Mouse,East,Online,405,7,2835,567
1451,2024-03-26,Headphones,East,Online,240,8,1920,384
1452,2024-03-27,Laptop,East,Online,471,3,1413,282.6
1453,2024-03-28,Headphones,East,Online,749,4,2996,599.2
1454,2024-03-29,Monitor,South,Online,56,6,336,67.2
1455,2024-03-30,Phone,West,Online,182,7,1274,254.8
1456,2024-03-31,Phone,North,Retail,606,4,2424,484.8
1457,2024-04-01,Keyboard,South,Retail,875,8,7000,1400
1458,2024-04-02,Phone,North,Online,810,5,4050,810
1459,2024-04-03,Keyboard,West,Online,1104,1,1104,220.8
1460,2024-04-04,Mouse,East,Retail,584,4,2336,467.2
1461,2024-04-05,Laptop,West,Online,475,3,1425,285
1462,2024-04-06,Monitor,South,Online,1467,9,13203,2640.6
1463,2024-04-07,Keyboard,East,Online,721,8,5768,1153.6
1464,2024-04-08,Laptop,South,Retail,412,1,412,82.4
1465,2024-04-09,Phone,East,Online,131,6,786,157.2
1466,2024-04-10,Phone,North,Retail,405,9,3645,729
1467,2024-04-11,Laptop,North,Online,1331,7,9317,1863.4
1468,2024-04-12,Phone,North,Retail,638,4,2552,510.4
1469,2024-04-13,Mouse,West,Retail,344,1,344,68.8
1470,2024-04-14,Mouse,South,Online,1297,2,2594,518.8
1471,2024-04-15,Laptop,West,Retail,1119,5,5595,1119
1472,2024-04-16,Keyboard,North,Online,1186,5,5930,1186
1473,2024-04-17,Keyboard,South,Retail,1306,8,10448,2089.6
1474,2024-04-18,Laptop,North,Online,66,6,396,79.2
1475,2024-04-19,Keyboard,West,Online,409,8,3272,654.4
1476,2024-04-20,Keyboard,West,Retail,1296,2,2592,518.4
1477,2024-04-21,Mouse,West,Online,915,3,2745,549
1478,2024-04-22,Keyboard,North,Online,749,6,4494,898.8
1479,2024-04-23,Headphones,South,Retail,497,3,1491,298.2
1480,2024-04-24,Monitor,South,Online,905,6,5430,1086
1481,2024-04-25,Phone,North,Online,414,6,2484,496.8
1482,2024-04-26,Headphones,South,Retail,724,2,1448,289.6
1483,2024-04-27,Keyboard,North,Retail,1057,7,7399,1479.8
1484,2024-04-28,Mouse,South,Online,1399,2,2798,559.6
1485,2024-04-29,Laptop,East,Online,516,6,3096,619.2
1486,2024-04-30,Keyboard,East,Retail,463,1,463,92.6
1487,2024-05-01,Mouse,West,Retail,635,3,1905,381
1488,2024-05-02,Monitor,East,Online,1306,2,2612,522.4
1489,2024-05-03,Keyboard,East,Retail,1297,7,9079,1815.8
1490,2024-05-04,Laptop,East,Online,1043,4,4172,834.4
1491,2024-05-05,Mouse,North,Online,1485,8,11880,2376
1492,2024-05-06,Mouse,East,Online,621,6,3726,745.2
1493,2024-05-07,Mouse,East,Online,384,4,1536,307.2
1494,2024-05-08,Monitor,West,Online,1295,5,6475,1295
1495,2024-05-09,Keyboard,East,Retail,86,9,774,154.8
1496,2024-05-10,Monitor,East,Retail,1038,7,7266,1453.2
1497,2024-05-11,Phone,South,Retail,327,9,2943,588.6
1498,2024-05-12,Phone,West,Retail,1269,7,8883,1776.6
1499,2024-05-13,Keyboard,West,Online,965,1,965,193
1500,2024-05-14,Monitor,West,Online,533,8,4264,852.8
